add-yield-none,4,40,320,243810,761,48
add-yield-none,8,40,640,361168,564,107
add-yield-none,12,40,960,461626,480,189
add-yield-none,2,80,320,265429,829,65
add-yield-none,4,80,640,279690,437,82
add-yield-none,8,80,1280,399510,312,161
add-yield-none,12,80,1920,498376,259,191
add-yield-none,2,100,400,292587,731,1
add-yield-none,4,100,800,330792,413,59
add-yield-none,8,100,1600,444721,277,110
add-yield-none,12,100,2400,481253,200,173
add-yield-none,2,1000,4000,1499410,374,-45
add-yield-none,4,1000,8000,1443532,180,120
add-yield-none,8,1000,16000,1641718,102,105
add-yield-none,12,1000,24000,2852046,118,261
add-yield-none,2,10000,40000,13381773,334,8
add-yield-none,4,10000,80000,13339689,166,69
add-yield-none,8,10000,160000,13421179,83,198
add-yield-none,12,10000,240000,14772219,61,94
add-yield-none,2,100000,400000,120177619,300,-664
add-yield-none,4,100000,800000,129170865,161,-370
add-yield-none,8,100000,1600000,130005964,81,197
add-yield-none,12,100000,2400000,147262177,61,-11222
add-none,1,100,200,125172,625,0
add-none,1,1000,2000,168159,84,0
add-none,1,10000,20000,366963,18,0
add-none,1,100000,200000,2333031,11,0
add-none,1,1000000,2000000,21183094,10,0
add-none,2,100,400,170607,426,0
add-none,2,1000,4000,191154,47,24
add-none,2,10000,40000,802330,20,1212
add-none,2,100000,400000,6696870,16,-25959
add-none,2,1000000,4000000,62836127,15,-238508
add-none,4,100,800,226646,283,0
add-none,4,1000,8000,253623,31,286
add-none,4,10000,80000,1627007,20,-1846
add-none,4,100000,800000,15150994,18,-25404
add-none,4,1000000,8000000,123681279,15,-80759
add-yield-none,1,100,200,280589,1402,0
add-yield-none,1,1000,2000,1274551,637,0
add-yield-none,1,10000,20000,11072184,553,0
add-yield-none,1,100000,200000,109849568,549,0
add-yield-none,1,1000000,2000000,1081359150,540,0
add-yield-none,2,100,400,292405,731,-70
add-yield-none,2,1000,4000,1493242,373,8
add-yield-none,2,10000,40000,12780551,319,43
add-yield-none,2,100000,400000,129904699,324,-1201
add-yield-none,2,1000000,4000000,1259345117,314,-9021
add-yield-none,4,100,800,312370,390,60
add-yield-none,4,1000,8000,1490630,186,124
add-yield-none,4,10000,80000,12954940,161,67
add-yield-none,4,100000,800000,125938322,157,-44
add-yield-none,4,1000000,8000000,1274544998,159,-5005
add-yield-m,2,10000,40000,39796002,994,0
add-yield-m,4,10000,80000,111710721,1396,0
add-yield-m,8,10000,160000,241564593,1509,0
add-yield-m,12,10000,240000,374359432,1559,0
add-yield-c,2,10000,40000,24121490,603,0
add-yield-c,4,10000,80000,50393719,629,0
add-yield-c,8,10000,160000,115960524,724,0
add-yield-c,12,10000,240000,185388504,772,0
add-yield-s,2,10000,40000,29928435,748,0
add-yield-s,4,10000,80000,61660938,770,0
